batch_id,name,model,tuned,dataset,prompt,score,generated,model_top_score,human_top_score,gen_id,annotated,relevance,readability,grammaticality,non-redundancy,kid-friendly
59,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,What is dad doing with the gun and why is he pointing it at that man?,1.182955742,What is he doing?,True,False,294,True,7,7,7,7,7
60,baseline,facebook/opt-350m,False,,What is dad doing with the gun and why is he pointing it at that man?,0.024328222,What is dad doing with the gun and why is he pointing it at that man? That's my question too. I can't figure it out.,True,True,297,True,7,7,6,7,7
61,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"Alice was beginning to get very tired of sitting by her sister on the bank, and of having nothing to do.",3.68e-05,"""I don't know what I'll do,"" she said.",False,True,300,True,7,6,6,4,5
61,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"Alice was beginning to get very tired of sitting by her sister on the bank, and of having nothing to do.",4.79e-05,And she thought of what she would do if she had been able to talk to her sister.,True,False,304,True,6,6,5,4,5
62,opt_s3,opt-350m-s3-finetuned,True,s3,"Alice was beginning to get very tired of sitting by her sister on the bank, and of having nothing to do.",9.67e-09,"Alice was beginning to get very tired of sitting by her sister on the bank, and of having nothing to do. She went and stood near her, looking at the water, wondering how it would look when she got back to the cottage. ""I shall have to wash clothes, I suppose,"" she said thoughtfully, ""because I am so wet.",False,True,305,True,5,3,4,1,1
62,opt_s3,opt-350m-s3-finetuned,True,s3,"Alice was beginning to get very tired of sitting by her sister on the bank, and of having nothing to do.",0.007534576,"Alice was beginning to get very tired of sitting by her sister on the bank, and of having nothing to do. She was not like other people. ""What is the matter, sister?"" said the old lady, coming to the window. over and above and under, so that the wind blew and the rain pounded against the windows, as if",True,False,308,True,3,3,4,4,4
63,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,"Alice was beginning to get very tired of sitting by her sister on the bank, and of having nothing to do.",0.719226837,""" I don ' t know what to do, "" she said to herself.",False,True,312,True,5,6,7,6,6
63,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,"Alice was beginning to get very tired of sitting by her sister on the bank, and of having nothing to do.",0.745754004,""" I don ' t care, "" she said.",True,False,314,True,5,6,6,4,5
64,baseline,facebook/opt-350m,False,,"Alice was beginning to get very tired of sitting by her sister on the bank, and of having nothing to do.",0.005147859,"Alice was beginning to get very tired of sitting by her sister on the bank, and of having nothing to do. She didn't want to leave the room, though. After all, she was still in the basement and could do nothing but sit and watch. She couldn't get up from her chair, so she sat on her bed and watched the world go",False,True,317,True,4,3,6,4,7
64,baseline,facebook/opt-350m,False,,"Alice was beginning to get very tired of sitting by her sister on the bank, and of having nothing to do.",0.007187182,"Alice was beginning to get very tired of sitting by her sister on the bank, and of having nothing to do. She didn't want to go straight to her room. She was afraid that her brother would find out what had happened, because he was going to have to confront her about what she'd done. Alice didn;t want him to, but she",True,False,318,True,4,4,6,5,7
65,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"Long ago, on the wild and windy isle of Berk, a smallish Viking with a longish name stood up to his ankles in snow.",6.99e-05,"He was in the middle of a struggle, and with fright and fatigue, he had found himself at the bottom of the mountain, on shivering ice.",False,True,321,True,5,5,3,5,6
65,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"Long ago, on the wild and windy isle of Berk, a smallish Viking with a longish name stood up to his ankles in snow.",0.000117723,The snow had grown so thick that he was almost melted to a sleet.,True,False,324,True,5,3,4,4,4
66,opt_s3,opt-350m-s3-finetuned,True,s3,"Long ago, on the wild and windy isle of Berk, a smallish Viking with a longish name stood up to his ankles in snow.",0.021191007,"Long ago, on the wild and windy isle of Berk, a smallish Viking with a longish name stood up to his ankles in snow. The man made off with his hat and cloak as fast as his legs could carry him; but he had no hat on, and his cloak was so long and thin that he could hardly conceal his face. He lay down on a bench and looked up",True,False,327,True,1,1,3,3,4
66,opt_s3,opt-350m-s3-finetuned,True,s3,"Long ago, on the wild and windy isle of Berk, a smallish Viking with a longish name stood up to his ankles in snow.",0.004954739,"Long ago, on the wild and windy isle of Berk, a smallish Viking with a longish name stood up to his ankles in snow. He held out a large hand to show her the way; but the little mermaid, with her pretty hair waving loosely about her, pushed the stranger away with an air of contempt, and turned her back upon him, saying in a low voice,",False,True,328,True,1,2,3,5,6
67,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,"Long ago, on the wild and windy isle of Berk, a smallish Viking with a longish name stood up to his ankles in snow.",0.734219491,His name was Ivanoushka the Simpleton.,False,True,333,True,7,7,6,6,6
67,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,"Long ago, on the wild and windy isle of Berk, a smallish Viking with a longish name stood up to his ankles in snow.",0.819959819,His name was Ivanoushka.,True,False,334,True,7,7,7,7,7
68,baseline,facebook/opt-350m,False,,"Long ago, on the wild and windy isle of Berk, a smallish Viking with a longish name stood up to his ankles in snow.",0.006334491,"Long ago, on the wild and windy isle of Berk, a smallish Viking with a longish name stood up to his ankles in snow. He had a flaming sword in his right hand, but his left arm was in chains.  The sword had been tossed from the tower, and it looked like a cold wind had blown it over. The Viking looked at the snow and said,",False,True,335,True,7,5,6,4,7
68,baseline,facebook/opt-350m,False,,"Long ago, on the wild and windy isle of Berk, a smallish Viking with a longish name stood up to his ankles in snow.",0.008064781,"Long ago, on the wild and windy isle of Berk, a smallish Viking with a longish name stood up to his ankles in snow.  “Here’s what it”s like to be the only Viking in the area,‚ he said.„There are a number of Vikings on this island‘. We need to come and get them.",True,False,338,True,5,2,3,3,5
69,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"""Christmas won't be Christmas without any presents,"" grumbled Jo, lying on the rug.",3.73e-05,"""I don't like presents,"" said Laurie.",False,True,342,True,7,7,6,7,7
69,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"""Christmas won't be Christmas without any presents,"" grumbled Jo, lying on the rug.",6.16e-05,"""No, it wouldn't be Christmas without them.",True,False,344,True,7,7,6,4,6
70,opt_s3,opt-350m-s3-finetuned,True,s3,"""Christmas won't be Christmas without any presents,"" grumbled Jo, lying on the rug.",0.017348006,"""Christmas won't be Christmas without any presents,"" grumbled Jo, lying on the rug. ""We shall have lots, and then we'll have a nice little party. Beth won the lottery, so there won's no going back to our old home. If we had only had more money  ” �",True,False,345,True,2,1,2,4,4
70,opt_s3,opt-350m-s3-finetuned,True,s3,"""Christmas won't be Christmas without any presents,"" grumbled Jo, lying on the rug.",4.09e-08,"""Christmas won't be Christmas without any presents,"" grumbled Jo, lying on the rug. ""No, I'm sure it won't, for I've got plenty of things already, and I'd rather have a nice present than a horrid one,"" said Meg. This was just the sentiment that suited Jo the best.",False,True,348,True,5,3,5,5,5
71,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,"""Christmas won't be Christmas without any presents,"" grumbled Jo, lying on the rug.",0.922571123,""" I don ' t believe it ' s Christmas yet.",False,True,351,True,6,5,3,5,5
71,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,"""Christmas won't be Christmas without any presents,"" grumbled Jo, lying on the rug.",0.991890132,""" I don ' t believe it ' s Christmas yet, but I ' m sure it will be Christmas.",True,False,354,True,6,3,3,3,4
72,baseline,facebook/opt-350m,False,,"""Christmas won't be Christmas without any presents,"" grumbled Jo, lying on the rug.",0.054115802,"""Christmas won't be Christmas without any presents,"" grumbled Jo, lying on the rug. ""And I'd like to think this is the first time it's been Christmas since the time of Jesus Christ, but if it isn't then we're all in for some very unpleasant surprises."" Jo then slapped Peter on his head and pulled",True,False,355,True,6,7,7,7,7
72,baseline,facebook/opt-350m,False,,"""Christmas won't be Christmas without any presents,"" grumbled Jo, lying on the rug.",0.000899103,"""Christmas won't be Christmas without any presents,"" grumbled Jo, lying on the rug. ""We've been going out for a while and we don't want to spoil the surprise. We don;t have much money but we can't go without presents."" She glanced at him and his eyes narrowed with worry. She didn't",False,True,358,True,7,6,7,7,7
73,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"Once there were four children whose names were Peter, Susan, Edmond, and Lucy.",8.97e-05,"A week after Peter and Susan had been born, their father came in to visit them.",False,True,360,True,6,6,5,5,5
73,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"Once there were four children whose names were Peter, Susan, Edmond, and Lucy.",0.000106791,"The first was named Lucy, and the second was called Peter.",True,False,362,True,6,5,5,3,4
74,opt_s3,opt-350m-s3-finetuned,True,s3,"Once there were four children whose names were Peter, Susan, Edmond, and Lucy.",0.001447439,"Once there were four children whose names were Peter, Susan, Edmond, and Lucy. The name varied, but they were all children of the same father and mother, who had died long ago. They were the most beautiful children ever born in the world, with the sweetest voices ever heard, eyes that shone like stars, hands that",True,True,369,True,5,3,4,4,4
75,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,"Once there were four children whose names were Peter, Susan, Edmond, and Lucy.",0.987224698,"They lived in a small house, and lived at the bottom of the tower.",False,True,371,True,4,2,4,2,4
75,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,"Once there were four children whose names were Peter, Susan, Edmond, and Lucy.",0.998558879,"They lived in a small house, and lived at the bottom of the stairs.",True,False,374,True,5,4,4,4,5
76,baseline,facebook/opt-350m,False,,"Once there were four children whose names were Peter, Susan, Edmond, and Lucy.",0.006782134,"Once there were four children whose names were Peter, Susan, Edmond, and Lucy. They were all adopted by different parents. One of the children had red hair and one was black. When one parent died, the other two children were adopted. And they all had to go to their new parents' graves. Their new home was",False,True,375,True,7,5,7,3,4
76,baseline,facebook/opt-350m,False,,"Once there were four children whose names were Peter, Susan, Edmond, and Lucy.",0.029918706,"Once there were four children whose names were Peter, Susan, Edmond, and Lucy. They were all born in the same house. Their names had been changed, but the children of their parents were not.  The story goes that at the time of the birth of each of them, they all lived at once. When their mothers",True,False,377,True,5,3,5,3,5
77,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"Here is Edward Bear, coming down the stairs now, bump bump bump, on the back of his head, behind Christopher Robin",0.000233607,He sat down in the middle of the room.,False,True,380,True,4,6,6,6,5
77,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"Here is Edward Bear, coming down the stairs now, bump bump bump, on the back of his head, behind Christopher Robin",0.000300648,"I am very glad to see you, I think; but you don't see that I'm not here.",True,False,381,True,1,2,4,5,4
78,opt_s3,opt-350m-s3-finetuned,True,s3,"Here is Edward Bear, coming down the stairs now, bump bump bump, on the back of his head, behind Christopher Robin",7.45e-07,"Here is Edward Bear, coming down the stairs now, bump bump bump, on the back of his head, behind Christopher Robin, and on his arms and hands. His tail is all dripping, but he is a brave boy. I wish we could get him to come to dinner. “I have just thought of a pretty plan,” said Mr.",False,True,385,True,3,2,4,4,4
78,opt_s3,opt-350m-s3-finetuned,True,s3,"Here is Edward Bear, coming down the stairs now, bump bump bump, on the back of his head, behind Christopher Robin",0.01191761,"Here is Edward Bear, coming down the stairs now, bump bump bump, on the back of his head, behind Christopher Robin, and on his shoulders, with his arms outstretched like a gentleman's, singing ""I'm glad to be back again, I'm a-goin' to join my brothers, my dear brothers! I know where I am, where my",True,False,389,True,4,3,3,4,4
79,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,"Here is Edward Bear, coming down the stairs now, bump bump bump, on the back of his head, behind Christopher Robin",1.356375217,and I ' m going to see him.,False,True,392,True,5,6,6,6,6
79,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,"Here is Edward Bear, coming down the stairs now, bump bump bump, on the back of his head, behind Christopher Robin",1.471131444,and I ' m going to tell you.,True,False,394,True,4,5,6,5,5
80,baseline,facebook/opt-350m,False,,"Here is Edward Bear, coming down the stairs now, bump bump bump, on the back of his head, behind Christopher Robin",0.022936776,"Here is Edward Bear, coming down the stairs now, bump bump bump, on the back of his head, behind Christopher Robin, looking at the moon, with his hand on his heart, as he, ChristopherRobin, walks towards the house.  ""Aww, I'm sorry."" Edward Bear stops and looks down at Christopher, his eyes are red and his",True,False,396,True,6,5,5,6,7
80,baseline,facebook/opt-350m,False,,"Here is Edward Bear, coming down the stairs now, bump bump bump, on the back of his head, behind Christopher Robin",0.008396285,"Here is Edward Bear, coming down the stairs now, bump bump bump, on the back of his head, behind Christopher Robin's head. I think he might have an off - hand comment to say about that.",False,True,399,True,2,4,5,6,6
81,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"Once upon a time in a land far, far away, there lived an bear, lion, and white tiger in a home in the jungle.",6.16e-05,"The bear, the lion, and white tiger were a great family.",False,True,401,True,7,7,6,4,7
81,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"Once upon a time in a land far, far away, there lived an bear, lion, and white tiger in a home in the jungle.",0.000131119,"They lived together in the forest, and were in great trouble and trouble.",True,False,403,True,6,5,5,3,6
82,opt_s3,opt-350m-s3-finetuned,True,s3,"Once upon a time in a land far, far away, there lived an bear, lion, and white tiger in a home in the jungle.",0.005203892,"Once upon a time in a land far, far away, there lived an bear, lion, and white tiger in a home in the jungle. The bear loved the lion and the tiger so much that he would not let them go near him; therefore, whenever the two were in great trouble, the bear would come out from his den and come to them. When he had eaten a great deal",True,True,406,True,6,3,4,3,4
83,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,"Once upon a time in a land far, far away, there lived an bear, lion, and white tiger in a home in the jungle.",0.863874733,"One day, when the tiger was hunting in the forest, he said to his wife, "" I am going to seek my fortune. """,False,True,410,True,7,7,7,7,7
83,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,"Once upon a time in a land far, far away, there lived an bear, lion, and white tiger in a home in the jungle.",0.954668105,"One day, when the tiger was hunting in the forest, he said to his wife, "" I am going to seek my fortune in this jungle.",True,False,414,True,7,6,6,7,7
84,baseline,facebook/opt-350m,False,,"Once upon a time in a land far, far away, there lived an bear, lion, and white tiger in a home in the jungle.",0.007874854,"Once upon a time in a land far, far away, there lived an bear, lion, and white tiger in a home in the jungle. The bear was tall and fat. He had thick teeth and long black hair that was so long and thick that he had to hide them from the others. The lion was slender, but had massive eyes and dark skin. When he looked at the",False,True,418,True,7,6,6,6,7
84,baseline,facebook/opt-350m,False,,"Once upon a time in a land far, far away, there lived an bear, lion, and white tiger in a home in the jungle.",0.014262694,"Once upon a time in a land far, far away, there lived an bear, lion, and white tiger in a home in the jungle.  The bear came in at night. Every night he would knock on the door of the home, which was open at all hours. The lion and tiger would come in, take a look around the house, then leave. They would go back",True,False,419,True,6,5,6,3,6
85,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,He couldn't believe what he was seeing: a girraffe flying a plane across the atlantic ocean.,0.000364143,It was an eagle.,True,False,420,True,2,6,6,6,6
85,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,He couldn't believe what he was seeing: a girraffe flying a plane across the atlantic ocean.,8.06e-05,"""What's the matter?"" he asked.",False,True,422,True,5,6,7,6,6
86,opt_s3,opt-350m-s3-finetuned,True,s3,He couldn't believe what he was seeing: a girraffe flying a plane across the atlantic ocean.,3.38e-08,"He couldn't believe what he was seeing: a girraffe flying a plane across the atlantic ocean. It seemed as though the giraffe had been caught in a trap. ""I wonder what has happened to him?"" said the jelly fish, scratching his head to think out what could be the reason for the change in the way he looked.",False,True,425,True,4,3,5,4,4
86,opt_s3,opt-350m-s3-finetuned,True,s3,He couldn't believe what he was seeing: a girraffe flying a plane across the atlantic ocean.,0.021375248,"He couldn't believe what he was seeing: a girraffe flying a plane across the atlantic ocean. The Princess was delighted; but her mother, the Princess, was as well pleased, for she was going to have her favorite once in a while, to show her off to the whole town, and the Prince was to ride on her horse. """,True,False,429,True,1,2,4,4,4
87,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,He couldn't believe what he was seeing: a girraffe flying a plane across the atlantic ocean.,1.30929935,It was a very long time since he had seen it.,False,True,430,True,4,6,7,5,4
87,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,He couldn't believe what he was seeing: a girraffe flying a plane across the atlantic ocean.,1.40936482,It was a very long time since he had seen the Pacific Express.,True,False,434,True,3,6,6,5,5
88,baseline,facebook/opt-350m,False,,He couldn't believe what he was seeing: a girraffe flying a plane across the atlantic ocean.,0.002238636,"He couldn't believe what he was seeing: a girraffe flying a plane across the atlantic ocean. He'd never seen anything like it.  ""It was like a miracle,"" he says. ""I didn't know if I was dreaming or what."" The plane was about to leave New York City for Hawaii, and when it did,",False,True,436,True,7,5,5,4,7
88,baseline,facebook/opt-350m,False,,He couldn't believe what he was seeing: a girraffe flying a plane across the atlantic ocean.,0.01833595,He couldn't believe what he was seeing: a girraffe flying a plane across the atlantic ocean.  That's when he realized that he would have to call a tow truck to pick him up (he didn't want to leave the plane because it was so hot) That was one of the most fun moments in my life.,True,False,438,True,3,3,4,4,6
89,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,She was so angry that she threw her phone to the wall and smashed it into a million pieces.,8.05e-05,She had to go back to her room and see what had become of her.,True,True,442,True,5,6,3,5,5
90,opt_s3,opt-350m-s3-finetuned,True,s3,She was so angry that she threw her phone to the wall and smashed it into a million pieces.,0.022119205,"She was so angry that she threw her phone to the wall and smashed it into a million pieces. The children had run away from her, but she had left them all behind her and the dog had followed them. He crept up the tree and was just about to bite off the last of the apples when he saw the monkey, who was really the",True,False,446,True,4,3,4,4,4
90,opt_s3,opt-350m-s3-finetuned,True,s3,She was so angry that she threw her phone to the wall and smashed it into a million pieces.,3.02e-08,"She was so angry that she threw her phone to the wall and smashed it into a million pieces. She tried to run away but she couldn't, and so she ran and ran till she got home to her mother, who was crying over the damage. ""What are you going to do about it?"" asked the poor, dear child.",False,True,447,True,4,3,4,3,5
91,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,She was so angry that she threw her phone to the wall and smashed it into a million pieces.,1.048946857,Then she began to cry.,False,True,451,True,7,7,7,7,7
91,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,She was so angry that she threw her phone to the wall and smashed it into a million pieces.,1.461834669,""" Oh!",True,False,454,True,4,3,3,4,4
92,baseline,facebook/opt-350m,False,,She was so angry that she threw her phone to the wall and smashed it into a million pieces.,0.033172101,She was so angry that she threw her phone to the wall and smashed it into a million pieces. that's not even the worst part of what happened to her.,True,True,455,True,5,6,6,5,7
93,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,The children were so excited about their father coming home the next day that they could not sleep.,4.98e-05,"The next morning, when the boys came back from school, he came in at seven to find that his father was ill.",False,True,463,True,5,3,3,3,5
93,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,The children were so excited about their father coming home the next day that they could not sleep.,7.78e-05,"When they had slept for several days, the prince told them that he was going to be away all day.",True,False,464,True,2,3,4,4,4
94,opt_s3,opt-350m-s3-finetuned,True,s3,The children were so excited about their father coming home the next day that they could not sleep.,0.011902347,"The children were so excited about their father coming home the next day that they could not sleep. They wanted to go to bed, and when he came in they began to cry, for they were very anxious about him. ""Oh, father,"" they cried, ""where is he? I am sorry for you  let us",True,False,467,True,6,3,5,4,5
94,opt_s3,opt-350m-s3-finetuned,True,s3,The children were so excited about their father coming home the next day that they could not sleep.,0.004951598,"The children were so excited about their father coming home the next day that they could not sleep. They kept saying to each other, ""What will our father say?"" and ""How do we know he is coming?"" They thought it was a kind of magic to make them sleep better and to wake up earlier, so they tried to think of some",False,True,468,True,6,6,6,5,6
95,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,The children were so excited about their father coming home the next day that they could not sleep.,0.999531329,"It was late in the afternoon, and the sun was shining brightly.",False,True,471,True,4,6,6,6,6
95,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,The children were so excited about their father coming home the next day that they could not sleep.,1.069950104,"It was late in the afternoon, and the sun was shining brightly on the trees and trees.",True,False,474,True,4,3,3,4,5
96,baseline,facebook/opt-350m,False,,The children were so excited about their father coming home the next day that they could not sleep.,0.002255881,"The children were so excited about their father coming home the next day that they could not sleep. They did not know what to expect when he arrived, but they were thrilled to find that their dad was a big guy. The man who was in his thirties and looked about five feet seven inches tall, was wearing a tan baseball cap",False,True,475,True,7,7,7,7,7
96,baseline,facebook/opt-350m,False,,The children were so excited about their father coming home the next day that they could not sleep.,0.008272056,The children were so excited about their father coming home the next day that they could not sleep. They were excited that he had come home. They wanted to play with him. The children wanted him to come to their house. But they couldn't sleep because of the excitement. And the baby cried a little and cried. She cried because she,True,False,478,True,7,4,3,2,7
97,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"""Oh wow!"", said the man, clealy surprised to learn this information.",1.83e-05,"""I was going to see if I could find out what he meant by that,"" continued the girl.",False,True,481,True,4,4,4,4,4
97,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"""Oh wow!"", said the man, clealy surprised to learn this information.",8.32e-05,"""It is the very most interesting thing I ever saw in my life.",True,False,482,True,7,6,3,5,6
98,opt_s3,opt-350m-s3-finetuned,True,s3,"""Oh wow!"", said the man, clealy surprised to learn this information.",0.003014839,"""Oh wow!"", said the man, clealy surprised to learn this information. ""Well, I suppose it's a good thing,"" answered the little tailor; ""for I'm going to try and make the best of it."" So he went out and set out on his way, and when he had gone some distance, he",True,False,487,True,4,5,5,4,5
98,opt_s3,opt-350m-s3-finetuned,True,s3,"""Oh wow!"", said the man, clealy surprised to learn this information.",6.75e-06,"""Oh wow!"", said the man, clealy surprised to learn this information. ""That's a wonderful piece of news!"" exclaimed the child. now I must go to my mother and see if she knows anything about this, so I'll just tell her everything and then perhaps she will help you.  ",False,True,488,True,7,5,5,5,5
99,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,"""Oh wow!"", said the man, clealy surprised to learn this information.",0.88511306,""" I ' ll tell you all about it, "" said the man.",False,True,491,True,6,7,7,4,6
99,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,"""Oh wow!"", said the man, clealy surprised to learn this information.",1.061810255,""" I ' ll tell you what it is.",True,False,494,True,4,4,3,5,4
100,baseline,facebook/opt-350m,False,,"""Oh wow!"", said the man, clealy surprised to learn this information.",0.004914364,"""Oh wow!"", said the man, clealy surprised to learn this information. ""Well you can't always have what you want"", said his friend. ""You gotta have the right things in life!"" I have a question for you, what do you think is the worst thing that you have done in your life?",False,True,495,True,6,6,5,6,7
100,baseline,facebook/opt-350m,False,,"""Oh wow!"", said the man, clealy surprised to learn this information.",0.015710054,"""Oh wow!"", said the man, clealy surprised to learn this information. ""I thought you just used to watch tv all day"" I think the problem is, I don't know how this happened. I'm not in the US.",True,False,498,True,5,4,6,7,7
101,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"Alex sat on the steps and mourned the loss of his dog, Louie.",0.000199463,He could not tell how he had lost the dog.,True,True,501,True,6,6,6,4,5
102,opt_s3,opt-350m-s3-finetuned,True,s3,"Alex sat on the steps and mourned the loss of his dog, Louie.",0.003805309,"Alex sat on the steps and mourned the loss of his dog, Louie. The truth was that the dog had not been well, and it was only by trying to cure him that he was able to get on in spite of himself. He sat and wept and lamented, for he felt that there was no one who could",False,True,505,True,6,3,3,3,4
102,opt_s3,opt-350m-s3-finetuned,True,s3,"Alex sat on the steps and mourned the loss of his dog, Louie.",0.020334492,"Alex sat on the steps and mourned the loss of his dog, Louie. His father had been killed by a dog in a fight. Alex went to his uncle and said: ""My uncle, you must know, is very angry with me, and says that my papa is a coward. here I am again",True,False,507,True,3,3,3,4,2
103,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,"Alex sat on the steps and mourned the loss of his dog, Louie.",1.023892283,He felt as if he were going to die.,True,True,514,True,7,7,6,6,2
104,baseline,facebook/opt-350m,False,,"Alex sat on the steps and mourned the loss of his dog, Louie.",0.00221632,"Alex sat on the steps and mourned the loss of his dog, Louie. ""He was my little friend,"" he said. ""He would go to every event and make you feel like a special guest, like you're a little sister. He was a huge part of my life and I will never forget him."" ",False,True,517,True,6,5,7,7,7
104,baseline,facebook/opt-350m,False,,"Alex sat on the steps and mourned the loss of his dog, Louie.",0.01676969,"Alex sat on the steps and mourned the loss of his dog, Louie. Alex was the kind of guy who would laugh, even if he had a lot of trouble.  “I think he was probably the hardest dog I ever had,” Alex recalled. “He was a little tough. He was",True,False,518,True,7,5,5,4,7
105,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,Leigha turned up the music and started dancing and singing in her room.,4.21e-05,"“Yes,” she said, “but I don't like dancing.",False,True,520,True,6,6,4,3,5
105,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,Leigha turned up the music and started dancing and singing in her room.,6.22e-05,Then she sat down and listened.,True,False,521,True,6,6,6,6,6
106,opt_s3,opt-350m-s3-finetuned,True,s3,Leigha turned up the music and started dancing and singing in her room.,0.002897108,"Leigha turned up the music and started dancing and singing in her room. She slipped down on the soft cushion and sat on Ben's knee. ""Ben, you know I can't go to school, and I don't like it, anyway, so I'll stay at home and play, if I have to,"" she",False,True,526,True,4,3,3,4,5
106,opt_s3,opt-350m-s3-finetuned,True,s3,Leigha turned up the music and started dancing and singing in her room.,0.009891602,"Leigha turned up the music and started dancing and singing in her room. ""Shall we go home, grandma?"" asked the little girl, skipping along beside her, as if she had seen a ghost. And then they all walked home together, and the old woman told her the whole story, not forgetting to mention the",True,False,529,True,4,6,6,6,6
107,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,Leigha turned up the music and started dancing and singing in her room.,1.064811587,""" Oh, dear, "" she cried, as she danced about the room.",False,True,532,True,6,6,3,4,6
107,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,Leigha turned up the music and started dancing and singing in her room.,1.146564126,""" Oh, dear!",True,False,534,True,2,5,2,4,4
108,baseline,facebook/opt-350m,False,,Leigha turned up the music and started dancing and singing in her room.,0.019414362,"Leigha turned up the music and started dancing and singing in her room. He was a bit shocked to hear her singing, but she wasn't about to get any mad. He was also a little relieved that he'd seen her dance in front of the camera. The only thing that was left to worry was whether or",True,True,539,True,7,5,5,5,7
109,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,The dog escaped from its owner and started to chase the cat through the woods.,9.99e-05,"The cat ran home to the house, and the cat was very angry.",True,False,540,True,2,2,4,3,4
109,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,The dog escaped from its owner and started to chase the cat through the woods.,6.99e-05,"The cat had run away for many days, but the dog came back to the forest and sat on the ground and began to sniff.",False,True,542,True,5,3,5,5,5
110,opt_s3,opt-350m-s3-finetuned,True,s3,The dog escaped from its owner and started to chase the cat through the woods.,4.9e-06,"The dog escaped from its owner and started to chase the cat through the woods. It ran away as fast as it could go, and when it came to the edge of the wood it stopped short, as if afraid to go further, for it saw that it would be killed. Then the dog said to its master, “",False,True,548,True,5,3,3,4,4
110,opt_s3,opt-350m-s3-finetuned,True,s3,The dog escaped from its owner and started to chase the cat through the woods.,0.004404807,"The dog escaped from its owner and started to chase the cat through the woods. The cat, however, saw it coming, and began to run after it, so that at last it lost sight of the dog, which ran back to the house. Then the old woman, feeling very angry, threw a stone at the poor dog",True,False,549,True,7,4,5,5,3
111,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,The dog escaped from its owner and started to chase the cat through the woods.,0.878492832,The cat ran after him and caught him by the tail.,False,True,550,True,5,4,6,4,5
111,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,The dog escaped from its owner and started to chase the cat through the woods.,1.068843365,"The cat ran after him, but the cat caught him and caught it.",True,False,554,True,5,2,3,4,4
112,baseline,facebook/opt-350m,False,,The dog escaped from its owner and started to chase the cat through the woods.,0.015808214,"The dog escaped from its owner and started to chase the cat through the woods. It returned to the house to play with a friend who was there. The cat tried to flee again, but the dog ran off. The man got out of the car and ran to get the dogs. He got them to a safe place and",True,False,557,True,6,2,5,3,7
112,baseline,facebook/opt-350m,False,,The dog escaped from its owner and started to chase the cat through the woods.,3.89e-05,"The dog escaped from its owner and started to chase the cat through the woods. The woman was concerned about her cat’s safety.  “When I was walking my dog, the dog ran out of the wood, and I didn‘t know what to do,” the woman said. “",False,True,559,True,7,5,7,4,7
